"","Beer","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery","City","state"
"950","Smoking Mirror",2030,0.055,30,247,"American Porter",12,"Quest Brewing Company","Greenville","SC"
"951","Pride of Texas Pale Ale",2229,0.058,60,177,"American Pale Ale (APA)",12,"Rahr & Sons Brewing Company","Fort Worth","TX"
"952","18th Anniversary Gose",2370,0.044,5,129,"Gose",12,"Real Ale Brewing Company","Blanco","TX"
"953","White (2015)",2211,0.046,25,129,"Witbier",12,"Real Ale Brewing Company","Blanco","TX"
"954","BLAKKR",1861,0.099,85,129,"American Black Ale",12,"Real Ale Brewing Company","Blanco","TX"
"955","Firemans #4 Blonde Ale (2013)",1718,0.051,21,129,"American Blonde Ale",12,"Real Ale Brewing Company","Blanco","TX"
"956","Hans' Pils (2015)",1091,0.053,52,129,"German Pilsener",12,"Real Ale Brewing Company","Blanco","TX"
"957","Four Squared (2015)",1086,0.06,50,129,"American Blonde Ale",12,"Real Ale Brewing Company","Blanco","TX"
"958","Firemans #4 Blonde Ale (2015)",830,0.051,21,129,"American Blonde Ale",12,"Real Ale Brewing Company","Blanco","TX"
"959","Watership Brown Ale",1021,0.072,55,476,"American Brown Ale",12,"Red Hare Brewing Company","Marietta","GA"
"960","Gangway IPA",938,0.062,55,476,"American IPA",12,"Red Hare Brewing Company","Marietta","GA"
"961","Farmer's Daughter Blonde",2516,0.051,17,69,"American Blonde Ale",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy","MD"
"962","Pump House IPA",2515,0.055,45,69,"American IPA",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy","MD"
"963","Vanilla Porter",2513,0.047,25,69,"American Porter",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy","MD"
"964","Honey Rye",2512,0.058,18,69,"Rye Beer",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy","MD"
"965","Long Hammer IPA",945,0.065,44,488,"American IPA",16,"Redhook Brewery","Woodinville","WA"
"966","Long Hammer IPA",583,0.065,44,488,"American IPA",12,"Redhook Brewery","Woodinville","WA"
"967","Copper Hook (2011)",339,0.058,27,488,"American Amber / Red Ale",12,"Redhook Brewery","Woodinville","WA"
"968","Blood Orange Wit",2087,0.05,16,226,"Witbier",16,"Refuge Brewery","Temecula","CA"
"969","Consilium",2414,0.05,40,111,"American Pale Ale (APA)",12,"Renegade Brewing Company","Denver","CO"
"970","Hammer & Sickle",1581,0.09,60,111,"Russian Imperial Stout",12,"Renegade Brewing Company","Denver","CO"
"971","Redacted Rye IPA",1176,0.07,100,111,"American IPA",16,"Renegade Brewing Company","Denver","CO"
"972","Elevation Triple India Pale Ale",1006,0.099,100,111,"American Double / Imperial IPA",12,"Renegade Brewing Company","Denver","CO"
"973","5:00 O'Clock Afternoon Ale",1005,0.05,25,111,"American Blonde Ale",16,"Renegade Brewing Company","Denver","CO"
"974","Ryeteous Rye IPA (2012)",636,0.07,100,111,"American IPA",16,"Renegade Brewing Company","Denver","CO"
"975","Fist City",2576,0.055,40,45,"American Pale Ale (APA)",12,"Revolution Brewing Company","Chicago","IL"
"976","Rosa Hibiscus Ale",609,0.058,15,45,"Herbed / Spiced Beer",12,"Revolution Brewing Company","Chicago","IL"
"977","Fistmas Ale",418,0.061,31,45,"Herbed / Spiced Beer",12,"Revolution Brewing Company","Chicago","IL"
"978","Oktoberfest Revolution",417,0.057,25,45,"Märzen / Oktoberfest",12,"Revolution Brewing Company","Chicago","IL"
"979","Eugene Porter",416,0.068,28,45,"American Porter",12,"Revolution Brewing Company","Chicago","IL"
"980","Anti-Hero IPA",415,0.065,70,45,"American IPA",12,"Revolution Brewing Company","Chicago","IL"
"981","Bottom Up Belgian Wit",414,0.05,14,45,"Witbier",12,"Revolution Brewing Company","Chicago","IL"
"982","Hustle",2452,0.057,42,94,"American Amber / Red Ale",12,"Rhinegeist Brewery","Cincinnati","OH"
"983","Pure Fury",2451,0.055,42,94,"American Pale Ale (APA)",12,"Rhinegeist Brewery","Cincinnati","OH"
"984","Dad",2132,0.06,60,94,"American Amber / Red Ale",12,"Rhinegeist Brewery","Cincinnati","OH"
"985","Panther",1993,0.058,35,94,"American Porter",12,"Rhinegeist Brewery","Cincinnati","OH"
"986","Franz",1992,0.052,21,94,"Märzen / Oktoberfest",12,"Rhinegeist Brewery","Cincinnati","OH"
"987","Zen",1935,0.043,45,94,"American Pale Ale (APA)",12,"Rhinegeist Brewery","Cincinnati","OH"
"988","Truth",1852,0.072,75,94,"American IPA",12,"Rhinegeist Brewery","Cincinnati","OH"
"989","Cougar",1851,0.048,25,94,"American Blonde Ale",12,"Rhinegeist Brewery","Cincinnati","OH"
"990","Lil SIPA",1771,0.05,55,322,"American IPA",16,"Rivertown Brewing Company","Lockland","OH"
"991","Hop Bomber Rye Pale Ale",1654,0.055,60,322,"American Pale Ale (APA)",16,"Rivertown Brewing Company","Lockland","OH"
"992","Jah Mon",2579,0.05,100,44,"American IPA",12,"Rivertowne Brewing Company","Export","PA"
"993","12th Round",1577,0.076,78,377,"American Strong Ale",16,"RoughTail Brewing Company","Midwest City","OK"
"994","RoughTail IPA",1576,0.07,80,377,"American IPA",16,"RoughTail Brewing Company","Midwest City","OK"
"995","Sundown",2304,0.071,36,165,"Saison / Farmhouse Ale",12,"Round Guys Brewing","Lansdale","PA"
"996","Original Slacker Ale",1842,0.056,40,165,"English Brown Ale",12,"Round Guys Brewing","Lansdale","PA"
"997","Dog Days Summer Ale",1552,0.045,28,165,"Kölsch",12,"Round Guys Brewing","Lansdale","PA"
"998","1881 California Red",1479,0.056,35,398,"American Amber / Red Ale",12,"Ruhstaller Beer Company","Sacramento","CA"
"999","CAPT Black IPA",1478,0.073,55,398,"American Black Ale",12,"Ruhstaller Beer Company","Sacramento","CA"
"1000","Ruhstaller's Gilt Edge Lager Beer",1370,0.048,42,398,"American Amber / Red Lager",12,"Ruhstaller Beer Company","Sacramento","CA"
"1001","CAPT Black IPA",883,0.073,55,398,"American Black Ale",16,"Ruhstaller Beer Company","Sacramento","CA"
"1002","1881 California Red Ale",882,0.056,35,398,"American Amber / Red Ale",16,"Ruhstaller Beer Company","Sacramento","CA"
"1003","Saint Archer White Ale",1868,0.05,15,289,"Witbier",12,"Saint Archer Brewery","San Diego","CA"
"1004","Saint Archer IPA",1867,0.068,66,289,"American IPA",12,"Saint Archer Brewery","San Diego","CA"
"1005","Saint Archer Pale Ale",1865,0.052,40,289,"American Pale Ale (APA)",12,"Saint Archer Brewery","San Diego","CA"
"1006","Saint Archer Blonde",1864,0.048,22,289,"Kölsch",12,"Saint Archer Brewery","San Diego","CA"
"1007","Sex Panther",2599,0.069,20,31,"American Porter",12,"SanTan Brewing Company","Chandler","AZ"
"1008","Winter Warmer (Vault Series)",2073,0.095,25,31,"Winter Warmer",16,"SanTan Brewing Company","Chandler","AZ"
"1009","Count Hopula (Vault Series)",2063,0.091,99,31,"American Double / Imperial IPA",16,"SanTan Brewing Company","Chandler","AZ"
"1010","SunSpot Golden Ale",1934,0.05,15,31,"American Blonde Ale",12,"SanTan Brewing Company","Chandler","AZ"
"1011","Epicenter Amber Ale",1073,0.055,20,31,"American Amber / Red Ale",12,"SanTan Brewing Company","Chandler","AZ"
"1012","SanTan HefeWeizen",1072,0.05,15,31,"Hefeweizen",12,"SanTan Brewing Company","Chandler","AZ"
"1013","Hop Shock IPA",1071,0.07,85,31,"American IPA",12,"SanTan Brewing Company","Chandler","AZ"
"1014","Sex Panther (2014)",852,0.069,20,31,"American Porter",12,"SanTan Brewing Company","Chandler","AZ"
"1015","Devil’s Ale",850,0.055,45,31,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler","AZ"
"1016","Mr. Pineapple",777,0.05,20,31,"Fruit / Vegetable Beer",12,"SanTan Brewing Company","Chandler","AZ"
"1017","American Idiot Ale (2012)",764,0.055,45,31,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler","AZ"
"1018","Hop Shock IPA (2010)",317,0.07,85,31,"American IPA",12,"SanTan Brewing Company","Chandler","AZ"
"1019","SanTan HefeWeizen (2010)",286,0.05,15,31,"Hefeweizen",12,"SanTan Brewing Company","Chandler","AZ"
"1020","Devil’s Ale (2010)",285,0.055,45,31,"American Pale Ale (APA)",12,"SanTan Brewing Company","Chandler","AZ"
"1021","Epicenter Amber Ale (2010)",124,0.055,20,31,"American Amber / Red Ale",12,"SanTan Brewing Company","Chandler","AZ"
"1022","Sanitas Saison Ale",1392,0.058,20,420,"Saison / Farmhouse Ale",12,"Sanitas Brewing Company","Boulder","CO"
"1023","Sanitas Black IPA",1391,0.068,65,420,"American Black Ale",12,"Sanitas Brewing Company","Boulder","CO"
"1024","Giant DIPA",2002,0.089,88,253,"American Double / Imperial IPA",16,"Santa Cruz Mountain Brewing","Santa Cruz","CA"
"1025","Saison 88",1519,0.055,30,393,"Saison / Farmhouse Ale",12,"Santa Fe Brewing Company","Santa Fe","NM"
"1026","Black IPA",967,0.071,95,393,"American Black Ale",12,"Santa Fe Brewing Company","Santa Fe","NM"
"1027","Oval Beach Blonde Ale",1477,0.05,11,399,"American Blonde Ale",16,"Saugatuck Brewing Company","Douglas","MI"
"1028","Schlafly Yakima Wheat Ale",1324,0.05,45,429,"American Pale Wheat Ale",12,"Schlafly Brewing Company","Saint Louis","MO"
"1029","Schlafly IPA",1078,0.045,30,429,"American IPA",12,"Schlafly Brewing Company","Saint Louis","MO"
"1030","Schlafly American Brown Ale",1077,0.05,30,429,"American Brown Ale",12,"Schlafly Brewing Company","Saint Louis","MO"
"1031","Schlafly Hefeweizen",588,0.041,16,429,"Hefeweizen",12,"Schlafly Brewing Company","Saint Louis","MO"
"1032","Schlafly Summer Lager",53,0.045,17,429,"Munich Helles Lager",12,"Schlafly Brewing Company","Saint Louis","MO"
"1033","Blur India Pale Ale",1302,0.074,60,433,"American IPA",12,"Seabright Brewery","Santa Cruz","CA"
"1034","Frankenlou's IPA",918,0.07,105,495,"American IPA",16,"Seven Brides Brewery","Silverton","OR"
"1035","Becky's Black Cat Porter",917,0.07,55,495,"American Porter",16,"Seven Brides Brewery","Silverton","OR"
"1036","Seventh Son of a Seventh Son",2250,0.077,40,184,"American Strong Ale",16,"Seventh Son Brewing Company","Columbus","OH"
"1037","Stone Fort Brown Ale",1768,0.053,20,184,"English Brown Ale",16,"Seventh Son Brewing Company","Columbus","OH"
"1038","Seventh Son Hopped Red Ale",1767,0.077,40,184,"American Amber / Red Ale",16,"Seventh Son Brewing Company","Columbus","OH"
"1039","Humulus Nimbus Super Pale Ale",1766,0.06,53,184,"American Pale Ale (APA)",16,"Seventh Son Brewing Company","Columbus","OH"
"1040","Golden Ratio IPA",1765,0.07,68,184,"American IPA",16,"Seventh Son Brewing Company","Columbus","OH"
"1041","Monkey Fist IPA",1539,0.069,65,386,"American IPA",12,"Shipyard Brewing Company","Portland","ME"
"1042","Torpedo",2239,0.072,65,84,"American IPA",12,"Sierra Nevada Brewing Company","Chico","CA"
"1043","Sierra Nevada Pale Ale",1905,0.056,37,84,"American Pale Ale (APA)",16,"Sierra Nevada Brewing Company","Chico","CA"
"1044","Old Chico Crystal Wheat",1338,0.048,26,84,"American Pale Wheat Ale",12,"Sierra Nevada Brewing Company","Chico","CA"
"1045","Summerfest",1295,0.05,28,84,"Czech Pilsener",12,"Sierra Nevada Brewing Company","Chico","CA"
"1046","Torpedo",426,0.072,65,84,"American IPA",16,"Sierra Nevada Brewing Company","Chico","CA"
"1047","Sierra Nevada Pale Ale",400,0.056,37,84,"American Pale Ale (APA)",12,"Sierra Nevada Brewing Company","Chico","CA"
"1048","4Beans",2574,0.1,52,47,"Baltic Porter",12,"Sixpoint Craft Ales","Brooklyn","NY"
"1049","Jammer",2479,0.042,16,47,"Gose",12,"Sixpoint Craft Ales","Brooklyn","NY"
"1050","Rad",2266,0.032,7,47,"Fruit / Vegetable Beer",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1051","Bengali",2090,0.065,62,47,"American IPA",24,"Sixpoint Craft Ales","Brooklyn","NY"
"1052","Sensi Harvest",1962,0.047,50,47,"American Pale Ale (APA)",12,"Sixpoint Craft Ales","Brooklyn","NY"
"1053","Hi-Res",1696,0.099,111,47,"American Double / Imperial IPA",12,"Sixpoint Craft Ales","Brooklyn","NY"
"1054","Global Warmer",1608,0.07,70,47,"American Strong Ale",12,"Sixpoint Craft Ales","Brooklyn","NY"
"1055","Autumnation (2013)",1591,0.067,74,47,"American IPA",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1056","The Crisp",1388,0.054,42,47,"German Pilsener",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1057","Sweet Action",1387,0.052,34,47,"Cream Ale",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1058","Righteous Ale",1386,0.063,57,47,"Rye Beer",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1059","Bengali Tiger",1385,0.064,62,47,"American IPA",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1060","3Beans",1020,0.099,85,47,"Baltic Porter",12,"Sixpoint Craft Ales","Brooklyn","NY"
"1061","Brownstone",778,0.059,47,47,"American Brown Ale",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1062","Apollo",630,0.052,11,47,"American Pale Wheat Ale",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1063","Harbinger",629,0.049,35,47,"Saison / Farmhouse Ale",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1064","Resin",628,0.091,103,47,"American Double / Imperial IPA",12,"Sixpoint Craft Ales","Brooklyn","NY"
"1065","Diesel",525,0.063,69,47,"American Stout",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1066","Autumnation (2011-12) (2011)",512,0.06,48,47,"Pumpkin Ale",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1067","The Crisp (2011)",425,0.054,42,47,"German Pilsener",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1068","Sweet Action (2011)",424,0.052,34,47,"Cream Ale",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1069","Righteous Ale (2011)",423,0.063,57,47,"Rye Beer",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1070","Bengali Tiger (2011)",422,0.064,62,47,"American IPA",16,"Sixpoint Craft Ales","Brooklyn","NY"
"1071","Modus Hoperandi",1521,0.068,65,265,"American IPA",12,"Ska Brewing Company","Durango","CO"
"1072","Estival Cream Stout",1297,0.058,15,265,"American Stout",12,"Ska Brewing Company","Durango","CO"
"1073","Mexican Logger",386,0.042,18,265,"American Pale Lager",12,"Ska Brewing Company","Durango","CO"
"1074","ESB Special Ale",68,0.057,58,265,"Extra Special / Strong Bitter (ESB)",12,"Ska Brewing Company","Durango","CO"
"1075","Modus Hoperandi",67,0.068,65,265,"American IPA",12,"Ska Brewing Company","Durango","CO"
"1076","Iron Butt Red Ale",1792,0.058,39,314,"American Amber / Red Ale",12,"Slanted Rock Brewing Company","Meridian","ID"
"1077","Initial Point India Pale Ale",1609,0.071,92,314,"American IPA",12,"Slanted Rock Brewing Company","Meridian","ID"
"1078","Homefront IPA",2305,0.06,70,164,"American IPA",12,"Sly Fox Brewing Company","Phoenixville","PA"
"1079","Sly Fox Christmas Ale 2013",1588,0.055,16,372,"Winter Warmer",12,"Sly Fox Brewing Company","Pottstown","PA"
"1080","Grisette",1363,0.056,25,372,"Grisette",12,"Sly Fox Brewing Company","Pottstown","PA"
"1081","Helles Golden Lager",1123,0.049,18,372,"Munich Helles Lager",12,"Sly Fox Brewing Company","Pottstown","PA"
"1082","Sly Fox Christmas Ale 2012 (2012)",926,0.055,16,372,"Winter Warmer",12,"Sly Fox Brewing Company","Pottstown","PA"
"1083","Odyssey Imperial IPA",894,0.084,90,372,"American Double / Imperial IPA",12,"Sly Fox Brewing Company","Pottstown","PA"
"1084","Oktoberfest Lager",166,0.058,25,372,"Märzen / Oktoberfest",12,"Sly Fox Brewing Company","Pottstown","PA"
"1085","113 IPA",24,0.07,113,372,"American IPA",12,"Sly Fox Brewing Company","Pottstown","PA"
"1086","Dunkel Lager",23,0.053,21,372,"Munich Dunkel Lager",12,"Sly Fox Brewing Company","Pottstown","PA"
"1087","Royal Weisse Ale",22,0.056,11,372,"Hefeweizen",12,"Sly Fox Brewing Company","Pottstown","PA"
"1088","Pikeland Pils",21,0.049,44,372,"German Pilsener",12,"Sly Fox Brewing Company","Pottstown","PA"
"1089","Phoenix Pale Ale",20,0.051,40,372,"American Pale Ale (APA)",12,"Sly Fox Brewing Company","Pottstown","PA"
"1090","Rule G IPA",2407,0.07,88,116,"American IPA",12,"Smartmouth Brewing Company","Norfolk","VA"
"1091","Murphy's Law",2406,0.058,35,116,"American Amber / Red Ale",12,"Smartmouth Brewing Company","Norfolk","VA"
"1092","Alter Ego ",2405,0.062,33,116,"Saison / Farmhouse Ale",12,"Smartmouth Brewing Company","Norfolk","VA"
"1093","Snow King Pale Ale",1606,0.06,55,192,"American Pale Ale (APA)",12,"Snake River Brewing Company","Jackson","WY"
"1094","Zonker Stout",617,0.054,36,192,"Foreign / Export Stout",12,"Snake River Brewing Company","Jackson","WY"
"1095","OB-1 Organic Ale",407,0.05,22,192,"English Brown Ale",12,"Snake River Brewing Company","Jackson","WY"
"1096","Snake River Lager",406,0.05,18,192,"Vienna Lager",12,"Snake River Brewing Company","Jackson","WY"
"1097","Snake River Pale Ale",402,0.052,32,192,"American Pale Ale (APA)",12,"Snake River Brewing Company","Jackson","WY"
"1098","Pako’s EyePA",393,0.068,60,192,"American IPA",12,"Snake River Brewing Company","Jackson","WY"
"1099","Dagger Falls IPA",1596,0.063,100,310,"American IPA",12,"Sockeye Brewing Company","Boise","ID"
"1100","Dagger Falls IPA",1595,0.063,100,310,"American IPA",12,"Sockeye Brewing Company","Boise","ID"
"1101","Old Devil's Tooth",1160,0.099,100,310,"American Barleywine",12,"Sockeye Brewing Company","Boise","ID"
"1102","Hell-Diver Pale Ale",1151,0.052,32,310,"American Pale Ale (APA)",12,"Sockeye Brewing Company","Boise","ID"
"1103","Woolybugger Wheat",1150,0.046,12,310,"American Pale Wheat Ale",12,"Sockeye Brewing Company","Boise","ID"
"1104","Winterfest",995,0.084,90,310,"American Strong Ale",16,"Sockeye Brewing Company","Boise","ID"
"1105","Dagger Falls IPA",879,0.063,100,310,"American IPA",12,"Sockeye Brewing Company","Boise","ID"
"1106","LuckenBock",1972,0.07,18,258,"Bock",16,"South Austin Brewery","South Austin","TX"
"1107","Texas Pale Ale (TPA)",1971,0.055,40,258,"American IPA",16,"South Austin Brewery","South Austin","TX"
"1108","Kol' Beer",1969,0.05,22,258,"Kölsch",16,"South Austin Brewery","South Austin","TX"
"1109","Na Zdraví Pilsner",1283,0.048,32,437,"Czech Pilsener",16,"Southern Oregon Brewing Company","Medford","OR"
"1110","Nice Rack IPA",1282,0.055,65,437,"American IPA",16,"Southern Oregon Brewing Company","Medford","OR"
"1111","2014 IPA Cicada Series",2362,0.075,72,134,"American IPA",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS"
"1112","Sinister Minister Black IPA",2346,0.077,65,134,"American IPA",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS"
"1113","Jack the Sipper",2320,0.053,45,134,"Extra Special / Strong Bitter (ESB)",12,"Southern Prohibition Brewing Com...","Hattiesburg","MS"
"1114","Devil's Harvest Extra Pale Ale",2297,0.058,60,134,"American Pale Ale (APA)",12,"Southern Prohibition Brewing Com...","Hattiesburg","MS"
"1115","Suzy B Dirty Blonde Ale",2296,0.05,20,134,"American Blonde Ale",12,"Southern Prohibition Brewing Com...","Hattiesburg","MS"
"1116","Mississippi Fire Ant",1745,0.08,80,134,"American Amber / Red Ale",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS"
"1117","Hipster Breakfast",1120,0.058,40,134,"Oatmeal Stout",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS"
"1118","Suzy B Dirty Blonde Ale",1118,0.05,20,134,"American Blonde Ale",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS"
"1119","Devil's Harvest Extra Pale Ale",1117,0.058,60,134,"American Pale Ale (APA)",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS"
"1120","Pine Belt Pale Ale",2387,0.065,45,119,"American Pale Ale (APA)",12,"Southern Star Brewing Company","Conroe","TX"
"1121","Le Mort Vivant",1740,0.069,23,119,"Bière de Garde",12,"Southern Star Brewing Company","Conroe","TX"
"1122","Red Cockaded Ale",1728,0.085,110,119,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe","TX"
"1123","Valkyrie Double IPA",1497,0.092,100,119,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe","TX"
"1124","Red Cockaded Ale (2013)",1011,0.085,110,119,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe","TX"
"1125","Old Potentate",1010,0.072,40,119,"Old Ale",12,"Southern Star Brewing Company","Conroe","TX"
"1126","Bombshell Blonde",856,0.05,20,119,"American Blonde Ale",16,"Southern Star Brewing Company","Conroe","TX"
"1127","PRO-AM (2012) (2012)",853,0.099,100,119,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe","TX"
"1128","Le Mort Vivant (2011)",555,0.069,23,119,"Bière de Garde",12,"Southern Star Brewing Company","Conroe","TX"
"1129","Buried Hatchet Stout",46,0.083,50,119,"Foreign / Export Stout",12,"Southern Star Brewing Company","Conroe","TX"
"1130","Pine Belt Pale Ale",45,0.065,45,119,"American Pale Ale (APA)",16,"Southern Star Brewing Company","Conroe","TX"
"1131","Bombshell Blonde",44,0.05,20,119,"American Blonde Ale",12,"Southern Star Brewing Company","Conroe","TX"
"1132","Baby Daddy Session IPA",2486,0.047,35,79,"American IPA",12,"Speakasy Ales & Lagers","San Francisco","CA"
"1133","Special Amber",855,0.05,22,499,"Vienna Lager",12,"Sprecher Brewing Company","Glendale","WI"
"1134","Special Amber",445,0.05,22,499,"Vienna Lager",12,"Sprecher Brewing Company","Glendale","WI"
"1135","Starr Pils",1544,0.042,20,384,"German Pilsener",12,"Starr Hill Brewery","Crozet","VA"
"1136","Northern Lights India Pale Ale",1205,0.065,52,384,"American IPA",16,"Starr Hill Brewery","Crozet","VA"
"1137","Festie",369,0.048,12,384,"Märzen / Oktoberfest",12,"Starr Hill Brewery","Crozet","VA"
"1138","Northern Lights India Pale Ale",368,0.065,52,384,"American IPA",12,"Starr Hill Brewery","Crozet","VA"
"1139","Third Eye Enlightened Pale Ale",2386,0.065,65,120,"American Pale Ale (APA)",12,"Steamworks Brewing Company","Durango","CO"
"1140","Colorado Kölsch",92,0.049,17,120,"Kölsch",12,"Steamworks Brewing Company","Durango","CO"
"1141","Steam Engine Lager",91,0.057,25,120,"American Amber / Red Lager",12,"Steamworks Brewing Company","Durango","CO"
"1142","Third Eye Pale Ale",90,0.065,65,120,"American IPA",12,"Steamworks Brewing Company","Durango","CO"
"1143","Point Special (Current)",2366,0.047,9,132,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI"
"1144","Point Special",2365,0.047,9,132,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI"
"1145","Point Cascade Pale Ale (2013)",2270,0.054,33,132,"American Pale Ale (APA)",12,"Stevens Point Brewery","Stevens Point","WI"
"1146","Point Special",2228,0.047,9,132,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI"
"1147","Onyx Black Ale",2151,0.052,9,132,"American Black Ale",12,"Stevens Point Brewery","Stevens Point","WI"
"1148","Beyond The Pale IPA",2150,0.063,64,132,"American IPA",12,"Stevens Point Brewery","Stevens Point","WI"
"1149","Point Special (2013)",2122,0.047,9,132,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI"
"1150","Point Special (2012)",2121,0.047,9,132,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI"
"1151","Point Special Lager",2115,0.047,9,132,"American Adjunct Lager",16,"Stevens Point Brewery","Stevens Point","WI"
"1152","Point Oktoberfest",1357,0.057,15,132,"Märzen / Oktoberfest",16,"Stevens Point Brewery","Stevens Point","WI"
"1153","Point Nude Beach Summer Wheat",1225,0.052,7,132,"American Pale Wheat Ale",16,"Stevens Point Brewery","Stevens Point","WI"
"1154","Point Nude Beach Summer Wheat",816,0.05,7,132,"American Pale Wheat Ale",12,"Stevens Point Brewery","Stevens Point","WI"
"1155","Point Nude Beach Summer Wheat (2011)",772,0.05,7,132,"American Pale Wheat Ale",12,"Stevens Point Brewery","Stevens Point","WI"
"1156","Three Kings Ale",650,0.049,13,132,"Kölsch",12,"Stevens Point Brewery","Stevens Point","WI"
"1157","Point Oktoberfest",456,0.057,15,132,"Märzen / Oktoberfest",12,"Stevens Point Brewery","Stevens Point","WI"
"1158","2012 Black Ale",357,0.054,32,132,"American Brown Ale",12,"Stevens Point Brewery","Stevens Point","WI"
"1159","Point Nude Beach Summer Wheat (2010)",141,0.05,7,132,"American Pale Wheat Ale",12,"Stevens Point Brewery","Stevens Point","WI"
"1160","Point Cascade Pale Ale",140,0.054,33,132,"American Pale Ale (APA)",12,"Stevens Point Brewery","Stevens Point","WI"
"1161","Point Amber Classic",139,0.047,14,132,"American Amber / Red Lager",12,"Stevens Point Brewery","Stevens Point","WI"
"1162","Point Special Lager",138,0.047,9,132,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI"
"1163","Wisco Disco",953,0.051,31,487,"American Amber / Red Ale",16,"Stillmank Beer Company","Green Bay","WI"
"1164","Sand Island Lighthouse",1410,0.051,25,413,"Kölsch",12,"Straight to Ale","Huntsville","AL"
"1165","Lily Flagg Milk Stout",925,0.05,30,413,"Milk / Sweet Stout",12,"Straight to Ale","Huntsville","AL"
"1166","Monkeynaut IPA",637,0.072,70,413,"American IPA",12,"Straight to Ale","Huntsville","AL"
"1167","American Lager",2233,0.041,8,130,"American Adjunct Lager",12,"Straub Brewery","St Mary's","PA"
"1168","American Amber",2232,0.041,8,130,"American Amber / Red Lager",12,"Straub Brewery","St Mary's","PA"
"1169","American Light",2231,0.032,13,130,"Light Lager",12,"Straub Brewery","St Mary's","PA"
"1170","Extra Pale Ale",2352,0.053,49,139,"American Pale Ale (APA)",12,"Summit Brewing Company","St Paul","MN"
"1171","Make It So",2549,0.053,40,59,"Extra Special / Strong Bitter (ESB)",12,"Summit Brewing Company","St. Paul","MN"
"1172","Hopvale Organic Ale",2473,0.047,55,59,"American Pale Ale (APA)",16,"Summit Brewing Company","St. Paul","MN"
"1173","Unchained #18 Hop Silo",2415,0.083,100,59,"American Double / Imperial IPA",16,"Summit Brewing Company","St. Paul","MN"
"1174","Tip Off",2605,0.052,29,26,"Altbier",16,"Sun King Brewing Company","Indianapolis","IN"
"1175","Cowbell",2164,0.054,23,26,"American Porter",16,"Sun King Brewing Company","Indianapolis","IN"
"1176","Hop Up Offa That Brett (2014)",2085,0.058,20,26,"Belgian Pale Ale",16,"Sun King Brewing Company","Indianapolis","IN"
"1177","PV Muckle (2013)",2084,0.083,23,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis","IN"
"1178","Bourbon Barrel Batch 666: Sympathy for the Devil",2083,0.099,36,26,"Belgian Dark Ale",16,"Sun King Brewing Company","Indianapolis","IN"
"1179","Whip Fight",2082,0.09,30,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis","IN"
"1180","Port Barrel Wee Mac ",2081,0.053,23,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis","IN"
"1181","Fistful Of Hops Red",2001,0.064,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","IN"
"1182","Fistful of Hops Orange",2000,0.063,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis","IN"
